%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted)
3705,-64.51,-4.351,-60.29,-30.69,-41.24,-72.07,-26.69,-12.56,-58.55,9.842,-49.05,-64.94,-26.08,-11.77,-10.13,-2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,-46.26,4.446,-46.49,-22.78,-35.9,-62.03,-23.42,-8.594,-41.72,6.717,-31.52,-49.9,-23.28,-15.58,13.34,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,-42.38,-4.618,-51.8,-23.08,-48.63,-70.41,-22.3,-17.63,-38.28,-1.588,-32.27,-40.05,-26.77,-17.45,23.54,27.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,-39.14,-4.109,-65.04,-34.32,-47.83,-71.14,-24.84,-18.45,-37.91,-1.612,-21.78,-20.89,-16.85,-10.55,30.57,30.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,-23.7,3.694,-61.04,-40.45,-28.38,-56.78,-28.87,-11.57,-30.95,-6.083,-11.56,-18.87,-19.63,-12.32,20.33,8.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,-17.77,-6.884,-56.3,-39.73,-29.52,-56.82,-32.2,-8.755,-37.02,-14.7,-24.98,-35.32,-35.65,-14.39,3.591,-14.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3711,-31,-20.24,-61.75,-45.08,-45.72,-69.04,-36.77,-12.74,-46.3,-15.24,-31.92,-36.15,-37.96,-4.21,11.66,-18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3712,-39.98,-18.59,-54.17,-44.34,-39.25,-63.19,-34.64,-19.14,-42,-9.831,-14,-21.35,-23.74,8.745,33.64,-5.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,-35.8,-7.722,-36.06,-23.87,-24.06,-42.46,-18.12,-15.91,-35.28,-1.609,-0.0541,-5.745,-4.196,17.23,44.47,16.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,-26.39,11.78,-24.62,0.5915,-17.26,-25.29,-3.318,-7.054,-24.33,4.647,0.4419,3.653,7.854,19.14,46.58,30.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,-15.62,22.92,-16.36,6.126,-10.92,-16.85,-4.861,-8.798,-17.71,1.244,-1.348,-4.213,2.264,14.13,44.89,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,-18.19,7.477,-24.35,-11.74,-18.32,-22.5,-15.96,-18.09,-29.11,-8.112,-4.347,-14.21,-11.52,6.13,41.19,19.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,-29.21,-11.21,-46.3,-28.44,-26.79,-33.67,-32.79,-23.83,-28.57,-20.07,0.8326,-6.923,-21.1,-3.624,41.83,20.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,-30.93,-21.45,-52.54,-31.36,-22.34,-41.12,-52.92,-28.38,-16.38,-33.92,11.71,-3.992,-28.53,-8.468,40.99,23.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,-39.09,-35.51,-57.56,-37.05,-36.6,-48.01,-57.51,-35.34,-22.28,-38.39,10.48,-11.62,-29.96,-0.6281,32.37,22.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,-47.26,-36.97,-64.73,-39.96,-43.22,-40.47,-43.33,-35.74,-21.63,-30.78,4.937,-7.705,-22.77,7.373,21.71,18.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,-33.74,-22.11,-41.82,-32.01,-8.181,-18.64,-33.02,-24.25,-4.789,-24.05,2.836,-1.998,-23.32,1.092,11.73,8.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,-21.5,-14.54,-12.53,-22.44,14.89,-2.717,-26.3,-12.17,2.416,-22.47,1.913,1.649,-31.95,-10.9,12.43,-6.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,-15.59,-10.48,-4.252,-6.389,16.02,11.77,-14.19,-7.02,12.23,-20.5,18.32,24.1,-25.72,-12.44,36.01,-1.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,-5.003,-2.623,1.678,3.139,29.3,19.32,-16.39,-2.548,29.71,-15.72,47.1,47.92,-8.021,-3.5,64.46,22.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,-6.066,1.242,1.967,-7.965,30.9,6.924,-30.86,6.547,31.89,-12.67,57.66,51.19,-1.884,0.8659,75.81,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,-6.885,6.608,-6.274,-11.69,18.64,0.4658,-25.65,17.41,24.16,-15.53,53.7,53.55,-1.53,-1.075,78.48,21.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,10.06,19.61,-2.64,-3.342,22.69,14.1,-5.865,21.23,26.39,-16.94,57.79,65.06,8.665,1.698,84.44,32.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,23.2,31.67,3.347,-7.994,26.89,21.56,-2.956,13.22,34.08,-14.93,61.38,69.66,16.22,-0.5663,86.52,41.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,21.96,27.75,-5.69,-18.43,16.43,11.35,-16.23,2.316,28.64,-18.5,50.36,60.03,9.451,-14.11,76.38,31.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,15.7,12.91,-14.47,-18.81,10.24,2.399,-22.81,-0.7267,14.83,-23.26,39.25,47.01,0.1368,-20.69,64.04,24.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,9.73,12.67,-15.23,-19.58,7.946,0.5269,-23.35,0.0491,8.96,-24.92,34.54,40.2,-4.261,-20.57,62.27,29.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,4.831,21.89,-23.31,-30.48,-3.662,-9.123,-29.25,-2.088,2.856,-30.14,25.47,36.35,-4.096,-22.94,65.68,30.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3733,1.287,23.12,-32.03,-35.35,-13.01,-16.51,-25.28,-1.49,-5.378,-33.28,21.71,35.56,-0.8779,-21.03,65.6,25.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,4.045,26.6,-28.9,-29.2,-14.46,-7.524,-4.074,1.641,-7.326,-28.59,22.66,35.12,-3.288,-20.57,60.58,21.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,9.602,32.86,-28.85,-32.94,-19.38,-0.5298,10.56,0.5595,-10.04,-20.78,12.7,28.29,-2.901,-21.68,56.02,26.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,12.41,38.9,-33.3,-39.99,-21.71,2.096,10.74,-0.1177,-8.673,-11.64,10.18,29.56,13.71,-10.16,61.45,41.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,16.8,52.91,-32.73,-32.41,-18.14,10.25,11.27,0.6208,-2.376,-7.433,18.09,36.28,23.89,-1.433,62.49,39.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,16.43,59.69,-29.84,-19.94,-12.49,13,19.12,3.456,-7.085,-8.865,8.277,20.14,11.99,-8.381,42.36,18.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,5.363,48.17,-19.92,-13.69,-1.018,8.789,23.89,12.6,-15.2,-7.433,-7.726,-3.955,-3.18,-14,22.36,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,-8.631,31.17,-17.77,-20.47,-4.498,-2.531,11.13,11.71,-23.96,-10.6,-16.7,-14.52,-18.06,-21.26,9.445,-11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,-22.12,13.54,-32.41,-30.07,-24.51,-18.19,-5.867,0.3239,-39.15,-18.97,-31.22,-29.31,-33.47,-33.73,-8.216,-28.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,-29.33,4.079,-28.86,-22.82,-21.21,-15.22,-7.555,4.082,-35.85,-13.79,-30.44,-37.4,-29.82,-26.58,-3.596,-20.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,-23.54,14.3,-14.29,-16.06,-5.574,-2.689,-2.274,14.89,-11.1,1.347,2.245,-12.58,-9.602,-2.571,34.35,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3744,-7.798,33.37,-14.04,-15.27,-4.179,0.0045,8.328,19.84,11.91,12.65,43.99,24.96,10.07,17.11,78.1,39.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,16.25,45.97,-2.339,-1.238,3.226,9.392,22.18,27.12,33.77,20.15,78.3,44.35,28.59,36.34,113.2,64.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,32.46,40.03,3.296,-0.4029,3.235,10.05,8.441,17.57,30.95,11,75.26,25.25,27.2,38.32,99.68,58.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,11.07,7.066,-33.18,-36.46,-29.34,-26.12,-39.15,-20.3,-22.03,-21.76,8.293,-35.42,-13.12,-1.395,14.62,1.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,-33.74,-34.04,-66.41,-78.21,-57.47,-60.12,-83.7,-51.56,-72.1,-53.61,-66.06,-93.32,-60.1,-49.67,-59.1,-58.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,-56.76,-57.32,-63.77,-92.11,-56.83,-61.54,-96.63,-51.42,-73.56,-67.54,-81.32,-107.9,-79.76,-69.63,-64.52,-74.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,-54.76,-61.21,-54.53,-78.35,-48.03,-56.91,-81.62,-38.11,-55.66,-62.76,-57.95,-91.61,-74.01,-65.03,-45.88,-57.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3751,-46.14,-47.52,-52.55,-68.87,-38.42,-53.23,-64.6,-40.01,-43.5,-44.44,-37.67,-70.29,-52.78,-45.26,-29.08,-27.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,-32.42,-26.7,-50.71,-73.12,-29.25,-41.18,-63.43,-48.5,-37.4,-35.51,-27.95,-58.51,-34.2,-28.16,-11.03,-5.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,-21.68,-20.67,-42.95,-57.19,-25.5,-29.66,-67.28,-37.99,-36.17,-36.64,-22.66,-54.76,-24.09,-20.06,0.0507,3.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3754,-17.27,-16.88,-28.74,-30.45,-23.37,-19.62,-60.88,-22.41,-33.7,-25.54,-19.75,-50.33,-11.8,-4.794,5.888,14.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3755,-18.36,-9.547,-24.73,-32.91,-30.74,-20.26,-51.73,-18.82,-38.26,-22.75,-28.15,-54.82,-14.99,-1.556,4.943,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3756,-34.72,-27.53,-33.78,-42.71,-43.64,-39.65,-53.57,-17.61,-49.45,-42.54,-38.48,-62.05,-34.73,-24.12,-0.0398,1.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3757,-46.44,-45.76,-34.99,-36.92,-38.35,-47.49,-60.27,-26.86,-50.78,-49.95,-34.59,-53.82,-33.48,-31.83,3.095,-1.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3758,-39.47,-32.54,-36.3,-45.66,-33.31,-39.19,-60.51,-47.59,-55.33,-44.11,-38.1,-50.01,-16.45,-15.23,7.448,9.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,-35.43,-20.9,-50.06,-59.96,-44.57,-35.95,-51.62,-47.13,-63.12,-45.02,-49.34,-53.5,-8.536,-5.327,8.638,18.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3760,-22.85,-9.569,-47.69,-43.19,-41.01,-20.41,-31.74,-24.84,-51.64,-38.83,-40.88,-45.45,-5.594,-7.898,6.955,15.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761,-0.8855,13.99,-28.99,-22.56,-30.46,3.702,-9.932,-13.56,-40.02,-30.1,-32.24,-46.66,-9.143,-16.66,1.809,1.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,1.187,17.47,-19.22,-16.63,-29.46,15.16,4.999,-8.681,-37.01,-30.66,-31.57,-49.81,-11.39,-22.38,12.09,-1.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,9.053,16.57,-1.664,2.356,-11.12,32.97,19.48,7.7,-23.62,-26.74,-15.16,-29.72,-3.727,-19.44,26.38,1.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3764,29.34,26.47,18.21,13.8,6.708,46.52,26.67,15.31,-16.37,-24.93,-4.734,-25.97,-8.379,-22.92,13.68,-10.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,23.93,13.86,15.89,2.609,0.3294,38.09,21.51,7.177,-20.72,-32.69,-12.91,-43.91,-19.69,-32.09,2.366,-18.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3766,16.52,4.138,19.43,12.13,2.151,45.31,26.51,9.471,-15.67,-33.93,-10.44,-37.15,-14.46,-33.8,13.77,-8.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,26.37,19.62,32.7,30.61,9.159,64.1,41.75,16.46,-9.509,-33.27,-2.031,-23.43,-11.18,-37.32,15.47,-6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,23,16.57,26.2,21.29,-1.691,53.57,38.6,10.53,-12.45,-42.21,-5.292,-27.18,-20.45,-47.1,6.936,-17.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,14.81,-1.456,17.39,15.75,-6.787,36.6,19.47,5.079,-14.12,-53.89,-5.762,-25.99,-27.92,-55.34,11.86,-20.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,18.7,-6.452,20.28,24.44,4.306,39.78,9.513,-1.236,-8.52,-61.78,4.457,-20.8,-30.77,-57.09,20.39,-15.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3771,16.52,-11.21,15.93,14.55,5.972,36.47,7.068,-15.9,-4.959,-60.52,9.806,-21.29,-23.21,-44.65,22.22,-7.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,5.442,-11.02,0.0673,-3.394,-11.58,15.52,-3.051,-18.97,-15.32,-52.12,4.883,-16.99,-4.882,-26.24,27.38,5.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,1.803,1.165,-14.03,-8.578,-27.27,0.5347,-14.05,-11.96,-24.67,-45.26,4.834,-10.21,9.733,-15.6,39.9,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3774,6.881,8.011,-15.26,-12.14,-25.97,-1.618,-15.07,-14.4,-16,-37.98,12.97,-6.474,23.44,-4.284,52.28,36.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3775,12.95,16.76,-12.79,-13.91,-18.15,0.6703,-11.19,-16.92,-1.939,-32.46,19.04,1.382,39.17,3.738,56.55,47.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3776,19.05,33.55,-13.38,-6.87,-11.17,7.925,-7.205,-14.97,8.078,-35.48,22.6,11.53,41.48,-3.968,53.81,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,19.79,36.95,-3.825,-2.671,-5.321,15.63,-6.532,-21.64,14.5,-37.02,25.3,16.71,36.73,-5.436,57.53,31.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,14.97,31.83,2.233,-7.453,-5.936,17.08,-12.62,-26.7,16,-27.13,32.93,24.72,46.64,11.54,74.54,40.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,19.72,37.47,-12.27,-18.25,-11.36,15.99,-14.75,-15.48,18.76,-13.78,48.16,38.98,63.19,22.01,89.42,52.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3780,30.78,46.2,-13.39,-24.23,-5.489,24.02,0.2623,-2.388,30.32,-7.198,55.53,47.11,68.71,20.96,88.46,51.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3781,42.77,54.61,19.79,-5.427,28.14,50.49,26.37,0.5469,49.94,-4.051,54.88,49.49,67.16,23.5,75.82,46.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3782,60.78,65.94,43.03,18.17,58.82,68.23,42.85,3.229,58.36,3.191,52.79,47.06,64.5,26.8,57.05,40.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3783,60.64,66.36,23.87,10.68,45.46,52.61,38.86,3.645,42.93,5.978,37.95,30.14,58.05,25.58,40.26,27.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3784,40,53.24,2.889,-3.441,27.3,41.44,25.8,-8.394,26.83,-5.827,23.01,16.51,48.51,19.78,36.2,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,34,39.98,10.2,0.1582,31.62,47.27,17.19,-15.67,19.25,-18.72,27.19,20.73,39.62,9.058,39.64,5.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,31.28,30.97,6.545,-1.565,12.84,32.24,14.59,-6.402,7.155,-19.02,33.21,19.46,33.73,5.44,40.95,-0.5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3787,14.27,28.54,-19.24,-13.26,-17.72,9.101,16.92,-3.37,-0.7701,-11.8,29.85,8.295,30.66,12.8,40.32,-5.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3788,4.194,31.85,-30.65,-21.8,-16.48,3.394,20.7,-12.5,-2.399,-3.697,24.88,-2.335,26.15,10.32,29.73,-19.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,-3.792,27.79,-34.11,-26.19,-10.48,-5.82,14.23,-16.2,-10.3,-2.989,14.2,-23.52,13.31,-8.408,2.06,-48.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,-23.71,13.67,-47.53,-27.3,-22.38,-22.14,-5.412,-17.84,-20.32,-12.22,-4.463,-44.83,-5.244,-21.03,-20.72,-71.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3791,-36.53,7.68,-53.13,-34.47,-29.11,-25.77,-19.17,-24.48,-24.21,-17.37,-17.37,-47.22,-15.51,-18.34,-20.47,-77.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,-36.12,11.47,-50.5,-49.25,-25.07,-24.19,-21.59,-28.13,-21.52,-20.14,-17.54,-46.75,-19.19,-18.09,-17.77,-83.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,-41.67,4.678,-54.24,-53.29,-25.27,-31.83,-26.22,-24.15,-17.83,-31.17,-17.24,-47.78,-28.1,-26.91,-25.77,-90.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,-51.34,-4.919,-54.62,-42.98,-28.07,-35.96,-22.45,-11.48,-18.99,-38.02,-23.31,-39,-34.33,-32.91,-31.68,-90.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,-46.22,0.1304,-47.26,-32.59,-23.53,-28.97,-9.325,2.213,-21.46,-36.79,-26.36,-36.08,-33.12,-38.08,-36.74,-91.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3796,-34.69,3.363,-45.5,-27.24,-20.42,-25.81,-10.14,6.378,-20.75,-33.78,-24.05,-41.14,-33.01,-47.69,-38.62,-90.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3797,-33.8,-1.977,-46,-24.43,-26.83,-24.64,-12.1,6.762,-17.86,-26.46,-22.92,-34.5,-32.05,-53.29,-25.96,-77.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3798,-34.1,-7.037,-40.11,-25.14,-31.62,-18.82,-5.168,6.477,-17.21,-25.89,-24,-26.66,-28.51,-53.46,-18.08,-66.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,-28.9,-15.45,-35.84,-24.16,-29.75,-18.41,-8.19,5.314,-20.18,-29.15,-25.91,-30.54,-24.49,-49.39,-27.17,-62.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,-28.61,-16.49,-34.85,-15.94,-25.91,-20.9,-13.47,9.297,-22.45,-18.76,-29.31,-34.89,-20.33,-39.86,-31.25,-57.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,-36.66,-11.03,-31.95,-13.23,-22.11,-24.29,-20.32,7.94,-24.59,-14.08,-32.63,-39.43,-22.02,-34.96,-26.87,-54.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,-45.84,-20.45,-30.97,-17.66,-22.63,-33.55,-36.12,-1.045,-27.19,-21.82,-30.07,-46.11,-24.08,-35.18,-26.87,-54.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,-50.19,-24.64,-32.49,-14.17,-27.04,-36.91,-34.13,1.843,-28.99,-15.64,-22.18,-43.96,-13.69,-25.31,-26.62,-47.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3804,-50.32,-2.67,-32.82,-9.461,-28.04,-31.7,-16.15,11.62,-31.66,-1.77,-16.78,-34.41,3.514,-7.004,-21.41,-32.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3805,-46,18.18,-33.4,-10.02,-32.37,-30,-9.95,13.37,-33.33,1.982,-15.8,-31.03,12.29,-0.1895,-19.34,-27.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3806,-43.33,20.72,-39.24,-12.77,-47.82,-34.39,-9.981,9.633,-36.92,-0.4395,-16.3,-33.75,9.696,-6.903,-22.57,-30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,-49.74,18.16,-46.73,-23.3,-49.79,-37.69,-10.5,2.812,-40.03,-2.509,-14.99,-27.68,12.32,-3.895,-21.3,-24.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3808,-48.22,21.31,-43.69,-28.25,-31.94,-32.29,-14.99,0.6553,-35.37,-0.9479,-17.06,-18.67,22.74,6.791,-18.66,-14.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3809,-36.16,24.91,-35.04,-15.92,-30.92,-25.75,-17.21,5.8,-36.28,-5.043,-26.62,-26.49,18.84,-1.186,-23.89,-18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3810,-36.26,19.46,-31.93,-3.802,-37.66,-25.19,-15.88,6.75,-39.56,-19.39,-24.35,-34.53,5.522,-16.77,-24.05,-24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,-38.27,6.679,-32.15,-1.086,-28.19,-28.49,-17.13,6.388,-30.76,-30.27,-12.69,-31.03,-4.747,-23.94,-20.13,-28.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3812,-35.13,-14.08,-38.08,-3.941,-33.38,-43.81,-27.96,9.045,-31.68,-37.46,-20.52,-40.2,-19.95,-35.45,-29.45,-35.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813,-45.75,-38.33,-41.47,-4.603,-42.86,-57.3,-37.06,6.652,-40.92,-43.23,-26.55,-46.59,-21.16,-41.08,-30.65,-27.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,-53.03,-43.32,-29.86,-1.686,-23.41,-45.17,-27.87,-0.666,-31.18,-39.33,-9.563,-26.59,-0.6939,-31.68,-12.36,-2.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,-42.11,-28.42,-21.68,-6.447,-15.01,-31.21,-19.72,-6.735,-20.22,-32.22,-8.384,-18.33,5.814,-29.57,-12.6,4.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3816,-41.86,-18.78,-27.28,-8.214,-34.27,-37.63,-30.18,-6.54,-29.4,-29.81,-31.96,-36.69,-3.706,-35.91,-36.19,-12.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3817,-55.77,-20.5,-30.13,-0.4097,-36.51,-40.71,-36.88,-3.482,-40.08,-26.54,-43.99,-43.13,-4.248,-37.18,-46.29,-25.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,-52.05,-16.97,-20.97,-0.2723,-13.21,-22.7,-25.19,-3.751,-30.2,-18.63,-36.87,-30.89,2.345,-35.17,-36.97,-29.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,-34.44,-3.073,-9.772,1.04,1.322,-8.45,-14.14,-0.3523,-15.62,-13.39,-28.5,-24.17,1.914,-35.25,-28.82,-36.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,-37,-0.3379,-16.22,5.477,-10.35,-21.69,-17.37,0.8937,-26.24,-20.82,-27.49,-25.41,-12.23,-43.38,-30.06,-51.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,-51.33,-16.24,-29.31,-3.49,-23.03,-34.67,-21.66,-6.715,-40.53,-32.02,-27.78,-23.73,-28.1,-51.94,-36.6,-62.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,-51.7,-30.26,-26.95,-6.549,-21.12,-29.74,-21.7,-1.282,-39.52,-34.63,-30.65,-26.04,-34.89,-49.34,-45.78,-62.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,-53.17,-36.32,-22.81,5.516,-23.62,-32.57,-26.87,9.889,-49.08,-34.76,-38.03,-34.72,-39.06,-44.31,-51.74,-57.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,-54.64,-35.61,-17.9,8.959,-25.94,-34.38,-27.32,-1.519,-52.42,-33.19,-30.24,-24.61,-35.53,-39.29,-45.72,-51.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,-39.41,-27.84,-10.87,3.16,-23.51,-23.3,-18.39,-13.02,-35.29,-28.27,-16.42,-5.666,-27.74,-32.94,-39.24,-52.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3826,-35.96,-27.84,-19.07,5.728,-30.93,-24.27,-13.08,-1.142,-37.9,-26.68,-28.21,-20.4,-32.26,-35.45,-46.99,-59.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3827,-52.31,-31.01,-17.11,21.56,-30.52,-26.75,-5.806,14.35,-47.84,-23.57,-44.88,-47.28,-34.26,-38.97,-55.7,-63.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,-59.82,-23.12,0.8391,34.73,-20.3,-18.45,2.662,17.67,-39.33,-17.32,-46.47,-48.45,-27.03,-35.48,-56.13,-64.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
